"","GSM2577895","GSM2577932","GSM2577976","GSM2577988","GSM2578061","GSM2578072","GSM2578181","GSM2578228","GSM2578242","GSM2578442","GSM2578450","GSM2578593","GSM2578614","GSM2578635","GSM2578710","GSM2578752"
"NT5C3L",6.528076,6.376403,7.061509,7.076059,7.93053,6.836739,6.953335,7.109342,7.275341,6.925879,6.920572,6.174742,6.531455,7.692411,6.547805,6.907352
"NT5DC1",6.358907,6.649851,6.571698,6.754976,6.672586,6.413566,6.526897,6.529389,6.56693,6.383119,6.99902,7.059085,6.535636,6.679572,6.616749,6.73192
"NT5DC2",5.277876,5.770579,4.862308,4.794466,4.945638,4.946697,4.842964,4.989294,4.929102,5.383723,5.075886,4.944001,4.675102,4.847451,5.971828,5.960792
"NT5DC3",5.602274,5.331066,5.849463,5.83519,6.136028,5.844183,5.881234,5.703576,5.598409,5.522353,6.202019,6.146666,5.798666,5.67807,6.187699,5.679735
"NT5E",5.148837,5.158139,5.54674,6.03508,6.71621,5.602693,6.135461,5.400358,5.664495,6.360569,6.239431,5.898541,5.456828,6.584947,6.616149,5.458701
"NT5M",5.878332,5.036237,4.605645,5.739815,5.579658,5.300709,4.750258,4.540534,4.811376,5.861662,5.220416,4.829131,4.884591,5.768848,5.441754,5.121592
"NTAN1",8.856458,8.872115,8.391089,8.603903,8.555541,8.534994,8.510857,8.725586,8.595623,8.895789,8.814902,8.606974,8.837788,8.650104,7.720668,8.770419
"NTHL1",6.836109,6.675203,7.104242,6.905413,6.63466,6.89981,6.939689,7.248773,6.600898,6.714003,6.417611,6.797628,6.568176,7.222158,6.914656,6.640182
"NTN3",4.499994,5.101266,4.856185,4.778218,4.730547,5.578208,4.801233,4.535592,4.597442,4.688055,4.477971,5.245113,4.792702,4.497762,5.235925,5.418882
"NTN4",4.44279,4.630863,5.005205,4.78433,4.606986,4.690457,4.603338,4.688986,5.02006,4.612347,4.560664,4.604633,4.523443,4.686514,4.796159,4.805857
"NTN5",4.966443,4.622505,5.040317,4.758169,4.815934,4.84244,4.526799,4.733226,4.582065,4.701373,4.782146,5.052611,4.934893,5.421199,5.329426,4.647597
"NTNG2",5.121428,5.0197,4.991268,4.723456,5.163567,5.46687,5.193732,4.665306,4.8725,4.770162,4.852878,4.501535,4.830697,5.032643,4.81284,4.937972
"NTRK2",4.846917,4.428423,4.74683,4.516639,4.786326,5.193187,4.713002,4.73754,5.794526,4.600577,4.839097,4.869247,4.637928,4.546173,4.515602,4.873662
"NTSR1",4.70989,5.330439,4.439776,4.565469,4.630124,5.195064,5.024283,4.82143,4.765539,4.729941,5.251059,5.297198,4.698246,4.406067,4.799286,4.702326
"NUAK1",5.685318,5.579073,5.758911,5.326466,5.143251,5.48863,5.481237,6.076965,5.923438,4.791372,5.300771,6.102612,5.415551,5.273421,5.261409,5.710734
"NUAK2",8.24668,7.304104,7.516566,8.135715,7.502162,8.410577,7.890412,7.409858,7.183495,7.92851,8.120374,8.453357,7.829122,8.229042,7.710174,8.154234
"NUB1",7.157587,7.016833,7.508819,7.354289,7.026664,7.483821,7.071514,7.357785,7.355845,6.964771,7.033556,7.041583,7.479757,7.160486,7.243376,7.532561
"NUBP1",8.248426,7.827027,7.865552,7.838715,8.032744,7.900052,7.928249,8.016961,8.024229,7.784396,7.600603,7.914534,7.500489,7.512561,7.801865,7.855728
"NUBP2",6.105178,5.401653,5.77602,5.825676,5.896666,6.006098,5.439613,6.315665,4.932887,5.34156,5.608847,5.921626,5.544517,5.863054,6.213874,5.572629
"NUBPL",9.866597,10.61031,10.48223,10.67211,10.67317,10.92947,9.994644,10.59324,10.61241,10.72665,11.03246,11.27087,10.75606,10.86698,10.39027,10.97308
"NUCB1",12.63207,12.14795,12.60264,12.05469,12.07121,12.17196,11.93797,12.0135,12.28086,12.07121,12.06636,11.96615,12.01578,12.16231,12.22481,12.13098
"NUCB2",8.127457,8.835039,8.411468,9.4791,8.366684,9.308831,8.839654,9.215805,8.751495,9.370007,8.539641,8.572812,8.667675,8.895789,9.374983,8.620056
"NUCKS1",8.469844,9.058668,9.188478,9.24602,9.464176,8.728348,9.011667,8.790252,9.36527,8.339653,9.89198,8.979817,9.709696,9.560649,8.708978,9.128189
"NUDC",11.04759,10.65657,11.18989,10.74515,10.82056,10.93908,10.59825,10.98291,11.0617,11.00267,10.78929,10.7234,10.82056,11.015,10.87047,10.76487
"NUDCD2",7.073302,7.570126,6.851178,7.859825,7.43639,7.316372,7.415677,7.186482,7.071776,7.695484,7.432363,7.430566,7.228377,7.077664,7.813373,7.405327
"NUDCD3",7.100182,6.408003,7.263762,6.935708,6.706175,7.084582,6.37958,7.330291,6.958014,6.932457,6.867843,6.537474,6.925879,6.962006,7.032939,6.724019
"NUDT1",7.222386,6.994073,7.867373,7.225278,7.471438,7.385814,7.729063,7.995935,7.739629,7.888371,7.549872,7.519811,7.589958,7.58125,7.693887,7.251478
"NUDT11",5.065039,5.300077,4.744986,5.053875,4.685691,4.740754,5.049133,5.437324,4.589556,5.079347,5.243744,5.622642,4.8846,4.869063,4.796832,5.246119
"NUDT13",5.075201,4.679589,4.606737,4.966017,4.527725,4.916879,4.664661,4.631322,4.575877,4.862758,5.082859,5.269893,4.556898,4.826459,4.877217,4.588861
"NUDT14",8.206481,8.27693,7.961136,8.000277,7.504843,8.590466,8.13179,8.250842,8.247216,8.407688,7.547061,7.245264,8.15924,8.010342,8.250459,7.574409
"NUDT15",5.400452,6.285821,5.886683,5.89378,5.708185,5.937398,6.386899,5.658062,5.73059,5.893247,5.548896,5.921521,5.734168,5.549076,5.688983,5.731008
"NUDT16",7.458392,7.351085,6.798597,6.984322,6.389937,7.604324,6.937664,6.288637,6.442873,7.221794,6.330988,6.601856,6.97636,6.268133,7.039319,6.711209
"NUDT16L1",8.185042,7.595513,8.049077,8.0611,7.916466,8.438812,8.369538,8.521415,8.189788,8.412702,8.219982,7.917997,8.215615,8.212027,7.741092,7.773902
"NUDT16P",5.989638,5.223463,5.234219,5.272996,4.961328,5.23829,5.419901,5.148921,5.018434,6.132833,5.426018,6.123055,5.66351,4.765631,6.17635,5.02538
"NUDT18",8.162011,7.493658,7.774673,7.479997,7.427156,8.074097,8.12511,7.748904,7.732918,7.647795,8.258848,7.68908,7.972618,8.078002,8.139966,7.779888
"NUDT2",8.97291,7.425982,7.547756,8.099211,7.788713,7.444687,8.10894,8.434024,8.7568,7.881412,7.911224,7.765919,7.296593,8.163149,8.043853,7.49994
"NUDT21",6.141201,6.42002,6.317837,6.74093,6.691437,6.370168,6.231794,6.521892,6.261251,6.305893,6.158522,6.210949,6.305427,6.138821,6.353718,6.307796
"NUDT22",8.267645,7.872004,8.264829,7.99649,8.009555,8.031625,7.956509,8.324927,8.289795,8.42385,8.081556,7.915321,8.022712,8.071362,8.108997,7.43538
"NUDT3",9.645429,9.517292,9.166064,8.831426,9.166585,9.393086,9.40065,8.411873,9.361342,9.263831,8.712107,8.923892,8.785767,8.990832,9.177291,8.918814
"NUDT4",4.852442,4.896315,4.905944,4.538921,5.219791,5.354332,4.531647,5.05699,4.770635,4.776055,5.108756,4.813849,4.925673,5.284071,4.777501,4.827484
"NUDT5",8.967275,9.365157,9.162086,9.140748,9.276419,9.045367,8.997041,9.462653,8.924803,9.080377,9.445888,9.35217,8.849464,8.996558,9.262296,9.350525
"NUDT6",5.166358,5.304511,5.348529,4.891936,5.008062,5.196753,4.994829,5.495555,4.70058,4.943248,4.851109,4.984793,5.184969,5.061311,5.385819,4.987704
"NUDT7",8.18781,7.449716,7.484304,7.799621,8.614822,8.078801,8.15371,7.578807,7.38265,8.330622,7.242072,7.263054,7.53245,7.318278,7.700935,7.603968
"NUDT8",4.589781,5.023422,4.801131,5.347164,5.095506,5.173328,5.587199,4.568908,4.983117,4.838949,4.646424,4.4261,4.892516,4.890549,4.734897,4.676489
"NUDT9",6.692143,6.500471,6.498727,6.433022,6.42416,6.220347,6.292765,6.112864,6.095122,6.341941,6.227206,6.581812,6.452153,6.5652,6.479843,6.341283
"NUF2",5.607557,4.821286,4.980946,4.908872,4.704842,4.859422,5.324538,4.557579,4.559552,5.022618,5.062908,5.19013,5.019998,4.727964,4.776163,5.692358
"NUFIP1",5.002345,4.89026,5.227505,4.63607,5.226101,4.627931,4.890705,4.535391,4.762683,4.48791,5.141729,5.071826,4.810989,5.090337,5.131347,4.652349
"NUFIP2",9.193181,9.534954,9.174046,9.136063,9.196212,9.174388,9.122158,8.882922,8.804069,8.925767,9.758178,9.533789,9.913538,9.424575,8.781013,9.107945
"NUMA1",6.939253,6.945277,7.064237,6.879158,6.734315,6.776153,7.162274,6.587426,6.787615,7.543277,6.893816,6.868913,7.117356,7.139983,6.912135,6.574792
"NUMB",10.2965,10.30391,10.14069,10.38115,10.35212,10.20328,10.58475,9.755018,9.94689,10.09447,10.17214,10.44574,9.849646,9.592452,10.31682,10.34306
"NUMBL",4.794939,4.954021,5.527409,5.013596,5.488355,4.623466,4.356943,5.226101,4.833463,4.83971,4.784458,4.809752,4.833725,4.749564,4.857921,5.047202
"NUP107",8.335921,8.341669,8.452652,8.111372,8.705029,8.354447,7.971089,8.661071,8.504553,8.172734,8.48216,8.297538,8.625157,8.239474,8.286541,8.321238
"NUP133",7.72998,7.060495,8.120786,7.782877,8.069021,7.650028,7.656289,8.113701,8.017344,7.059492,7.420728,7.688717,7.381937,7.473872,7.331699,7.431054
"NUP153",7.068942,7.396207,6.871082,7.546697,7.356394,7.278511,7.351781,7.896291,7.357496,6.879273,7.588637,7.471686,7.297497,7.252226,7.070985,7.416369
"NUP155",5.992981,5.882629,5.688427,5.629313,5.690671,6.150266,5.764879,5.655106,5.732657,5.734692,5.895752,5.661695,5.768465,5.736271,5.71917,5.631509
"NUP160",7.715801,7.51438,7.750426,8.275338,8.425079,7.848192,7.302407,8.610904,8.004931,7.772105,7.888336,7.839837,8.24639,7.765451,7.644843,7.919136
"NUP188",6.694315,6.264229,6.94535,6.834485,6.283578,6.863949,6.796378,7.679913,7.074344,7.060495,7.030305,6.55696,7.127672,6.790337,6.606547,6.644548
"NUP205",8.470385,8.412282,8.999936,8.952024,8.762203,8.708578,8.443815,9.508052,8.811297,8.497249,8.976377,8.729582,8.919289,8.658031,8.565861,8.83874
"NUP210",8.467003,8.24639,8.972936,8.455638,8.105456,8.547808,8.562383,9.219371,8.888749,8.483422,8.340031,8.167178,8.748369,8.785325,8.54265,8.776757
"NUP214",10.9367,10.41874,10.38118,10.64716,10.55203,10.42608,10.52846,10.26756,10.15674,10.30162,10.2785,10.53339,9.840709,10.19228,10.56195,10.35356
"NUP35",5.493878,5.464922,5.486246,5.754076,6.032767,5.534084,4.961622,5.548949,5.151913,5.509703,5.460834,5.538785,5.3049,5.46484,5.30292,5.708968
"NUP37",9.075499,8.610904,9.332315,8.823637,9.219371,8.769965,8.592627,8.872983,8.830091,8.519718,8.63086,9.024748,8.747481,9.054262,8.884119,9.143771
"NUP43",6.854227,6.596133,6.994475,7.602089,6.840039,6.659026,6.503677,7.126159,6.621378,6.986289,6.99157,7.44451,6.967723,6.806702,7.07261,6.904958
"NUP50",7.524501,7.743683,7.655924,7.840233,7.459495,6.922884,7.477505,6.824387,6.6106,6.385047,7.060166,7.426445,7.130402,6.679535,7.326755,6.513678
"NUP54",7.367864,7.952717,7.356972,8.151056,7.859651,8.125062,7.861344,7.81046,7.901504,7.873452,8.305195,7.794777,7.773524,7.684661,7.75343,7.719195
"NUP62",9.341743,9.230245,9.629223,9.562889,9.469525,9.565105,9.050949,9.086346,9.180111,9.345041,9.227545,9.178039,9.081362,9.167895,9.125156,9.540749
"NUP62CL",4.839944,4.93674,4.720611,4.600213,5.320756,5.000425,4.839981,5.479616,5.308781,4.810989,4.814237,4.864284,5.014049,5.405123,4.747703,4.825875
"NUP85",8.469955,8.36544,8.86059,8.451009,8.62694,8.43219,8.056377,8.628681,8.395659,8.168734,8.078401,8.074883,8.219982,8.322875,8.42385,8.456061
"NUP88",8.924344,9.079434,9.269098,9.331777,9.50633,9.290183,9.03949,9.65772,9.456485,9.12359,9.45704,9.412187,9.356482,9.558716,9.501672,9.292822
"NUP93",8.611755,8.584857,8.66501,8.480471,8.266025,8.470385,8.663265,8.710339,8.856939,8.425927,8.181913,8.163603,8.834568,8.623846,8.373213,8.336738
"NUP98",5.5276,5.579307,5.848212,5.509597,5.256408,5.075444,5.241337,5.842884,5.33884,5.082823,5.321365,5.362741,5.414555,5.07559,5.467965,5.668404
"NUPL1",4.873022,4.82734,4.787843,4.881734,5.136432,4.74537,4.799989,4.76438,4.588753,4.678612,5.355646,4.957914,4.893288,5.170833,4.818375,5.179059
"NUPL2",8.217016,7.567688,8.399296,7.887571,8.576389,7.647995,7.54763,8.300405,7.652651,7.80625,7.472879,7.896725,7.602366,7.585207,7.672719,8.170819
"NUPR1",4.579195,4.702885,4.902183,4.630824,4.676775,4.771619,4.807637,4.556706,5.092918,4.830661,4.627212,4.606349,4.865944,4.636844,5.105509,4.553157
"NUS1",5.809583,5.858423,5.722279,6.308618,5.78971,6.19208,7.241386,6.439933,6.285247,6.278798,5.822483,6.229992,6.376991,6.003875,6.173664,6.08577
"NUSAP1",6.927557,6.051202,6.513363,5.83439,6.420021,6.300601,5.923657,6.152184,6.258564,6.253708,6.398483,7.228934,5.906573,5.876471,6.884404,6.741875
"NUTF2",8.076419,7.901568,8.242721,7.583907,7.645946,8.000277,7.814638,7.803346,7.915321,7.296448,7.748904,7.804449,7.914141,8.092865,7.795862,7.731094
"NVL",7.230567,6.978341,7.801865,6.968031,7.683579,7.107256,6.67552,7.296807,7.72736,6.724318,7.073989,7.270424,7.323531,7.582824,7.073647,7.164391
"NXF1",10.59761,10.40807,10.4558,10.46851,9.965316,10.21141,10.21303,10.51946,10.3852,10.35449,10.28738,9.97902,10.49266,10.27094,10.29227,10.17482
"NXF3",4.515573,5.254929,4.679445,4.900891,4.96,5.313129,4.60956,5.037418,5.166076,4.780298,5.084463,4.858692,4.966683,4.938177,6.327315,5.11683
"NXF4",5.003401,5.150447,4.73375,4.656465,5.018371,4.803051,4.797979,4.498684,5.342074,4.459162,4.791664,4.849434,4.587441,4.592949,4.810588,4.571781
"NXNL1",4.943103,5.001392,4.970282,5.310149,4.804437,5.128465,4.979141,5.375379,4.767986,5.56707,5.59425,5.3875,4.89556,5.260108,5.333393,5.450818
"NXT1",9.593551,10.53632,9.384792,9.118059,9.290183,9.678844,9.600151,9.338688,9.884777,9.427481,10.17999,9.508052,10.02223,10.29732,9.734482,9.241808
"NXT2",7.079511,7.744044,6.976692,7.275679,7.256785,7.043342,7.734796,6.649181,7.05346,7.423582,6.931466,7.04605,6.919243,6.8539,7.602871,7.087631
"NY-REN-7",5.905616,5.805553,6.489045,5.597102,5.76472,6.065301,6.355058,6.407139,6.87205,5.655048,5.69758,5.699799,6.354198,5.658196,5.442365,6.424331
"OAF",8.536252,8.641296,7.4081,8.549989,8.01771,8.836407,8.669918,7.965717,8.33349,8.779899,8.237069,8.320033,8.093255,7.905316,8.127457,8.157672
"OAS1",8.127603,7.895188,7.893371,7.707,7.72387,7.850502,7.491581,7.747926,7.317132,7.667995,6.986599,7.249096,7.50209,7.210763,7.602431,8.441833
"OAS2",7.85682,7.545546,7.846336,7.918828,7.672331,7.667709,7.362963,7.780308,7.088413,7.273109,7.328287,7.455655,7.379224,7.17405,7.051547,8.603756
"OAS3",6.337275,7.017812,6.16025,6.809744,6.36948,6.990069,6.774487,6.476861,6.046196,6.444126,6.313273,5.86875,6.262359,6.03818,6.191345,7.710941
"OASL",6.694724,6.838025,6.80925,6.061702,6.032457,6.519814,6.565195,6.516314,6.524775,6.152588,6.00321,6.211255,5.748077,5.568648,5.783088,7.512897
"OAT",8.893278,8.880547,8.254157,8.401173,8.277637,8.345683,8.566303,8.103425,8.214739,8.075654,8.43812,8.265359,8.427933,8.198547,8.297532,8.168957
"OAZ1",14.53188,14.57067,14.37964,14.51957,14.29094,14.36335,14.6225,14.15981,14.39038,14.40605,14.30563,14.50772,14.25079,14.40605,14.57067,14.34073
"OAZ2",7.42108,6.028488,6.66549,6.979678,7.100865,7.630088,8.969626,5.721233,6.719674,6.943026,6.155971,7.271469,5.677844,6.257794,6.926523,6.71621
"OBFC1",8.902787,8.274526,8.596072,8.676533,8.720637,8.856458,8.608263,9.137648,8.859201,8.871191,8.696495,8.758196,9.093405,9.214274,8.698293,8.466598
"OBFC2A",9.050314,8.886911,8.718354,9.800567,9.604334,8.368311,9.310934,8.644768,8.62999,9.0919,9.178312,9.732573,8.452233,8.140759,9.184444,9.458732
"OBFC2B",6.486647,6.121982,6.748174,6.472094,6.231937,6.175808,6.092822,7.271469,6.516989,6.700541,6.835143,6.2262,6.378995,6.369719,5.645532,6.47956
"OBSCN",4.63462,5.216983,4.832456,5.678442,4.662465,5.44435,4.699318,5.738758,5.047693,4.904759,4.978556,4.616028,5.063944,5.531139,5.450358,4.819629
"OCEL1",9.402827,9.099518,9.006256,9.23966,9.108983,9.210073,9.420952,9.398471,8.989406,9.36026,8.981688,9.001389,8.995132,8.882291,9.153895,8.875813
"OCIAD1",10.97401,11.45664,11.25218,11.71339,11.49471,11.44559,11.18294,11.62444,11.25918,11.31874,11.79136,11.77459,11.71609,11.57392,11.25736,11.61817
"OCIAD2",8.657775,8.750587,9.176955,9.349231,9.337408,9.338827,8.905711,9.547092,9.588128,9.448269,9.419591,9.122498,9.717788,9.947316,9.699845,9.415581
"OCM2",5.5559,4.777532,4.77641,5.121509,5.143859,4.953909,4.736006,5.398097,5.460107,4.759266,5.288678,4.924318,5.074516,5.147676,5.034058,5.841322
"OCRL",6.28015,6.463503,5.609456,6.373813,6.421963,6.4069,6.124149,6.039595,6.215679,6.226899,6.174733,6.122074,6.266184,6.226192,6.434242,5.934597
"ODC1",10.14965,9.722245,9.654015,9.711403,9.719077,9.827874,10.05863,9.797259,10.56795,9.838011,10.1062,9.669509,10.21104,10.74734,10.04488,9.949407
"ODF2",6.455754,6.500194,6.440711,6.244109,6.139786,6.227751,6.318588,6.361345,6.296637,6.093032,6.180699,6.385228,6.380045,6.206305,6.312409,5.961349
"ODF2L",5.769369,5.628915,5.506689,6.209213,6.426216,5.356642,5.151972,5.87532,5.88776,6.425639,5.820495,5.9684,5.826045,6.302557,5.691785,6.252646
"ODF3B",7.169361,6.4167,5.849328,5.79861,5.656656,7.011565,6.384632,5.510714,6.605075,5.987353,6.160637,5.666274,6.493928,5.831544,6.061697,6.377531
"ODF4",5.172723,4.840326,4.849473,4.667531,4.571685,4.810956,4.860224,4.852601,4.601225,4.822772,4.788357,4.608172,5.342592,4.80559,4.833575,4.616953
"ODZ4",5.202591,5.042898,4.638361,5.162085,4.690572,4.655931,5.529428,4.577843,5.389332,4.62414,4.823024,4.387702,4.461463,4.469012,4.546934,4.55399
"OFD1",7.771355,8.107038,7.802989,9.314106,8.223562,8.825953,7.448666,9.026707,7.955738,8.666365,8.959104,8.583121,7.927855,8.627377,8.142291,8.778994
"OGDH",6.026833,6.004882,6.234074,5.610464,5.651714,5.846603,6.142739,6.030711,5.914629,5.548189,5.972051,5.575605,5.772629,5.61714,5.430773,5.854186
"OGFOD1",7.626001,7.443408,8.004961,7.559783,7.441529,7.431682,7.400579,7.927614,7.152949,7.232926,7.246579,7.636543,7.662091,7.652487,7.291616,7.343349
"OGFR",8.797132,8.409323,8.371974,8.443815,7.476779,8.561515,8.400587,7.862902,8.325733,8.509613,7.922618,8.181511,8.320842,7.894398,8.689373,8.158475
"OGFRL1",7.929231,8.518075,7.145283,7.765169,7.388077,7.978939,8.553232,6.460285,7.092232,7.835213,7.866877,8.0073,7.743263,7.167906,8.164846,7.829102
"OGG1",6.186428,6.198901,6.124685,6.001339,5.999593,5.813595,5.648641,6.093042,5.560399,5.33236,5.9381,5.940611,6.042312,5.86492,5.902841,5.841791
"OGT",10.10638,10.13234,10.54968,10.33216,10.23414,10.34339,9.258186,10.54974,10.708,10.01758,10.36813,10.12764,10.68876,10.78184,10.43842,10.37721
"OIP5",5.010217,5.150892,5.417165,5.21286,5.207267,5.126959,4.887945,5.544805,5.016104,4.892439,5.35875,6.134282,4.849481,5.441865,5.424113,5.336613
"OKL38",7.02159,6.283012,6.273741,6.763403,6.278798,6.44021,6.389071,6.135728,6.443167,6.182248,5.631245,5.715852,6.302743,5.684445,5.470044,6.062453
"OLA1",4.468805,5.055478,4.458694,4.692503,4.964602,4.7124,5.195161,5.054976,5.094571,4.405606,4.710553,4.818768,5.140284,4.64088,4.640716,4.558674
"OLFM1",5.572368,6.677437,4.724402,6.209686,6.024289,7.01514,7.707372,5.776163,6.622661,5.771454,5.464712,6.141654,7.133803,5.247338,5.869108,6.015912
"OLFM4",5.151516,6.678006,4.320016,5.278807,7.373458,5.227928,8.98217,4.320132,5.73561,7.302764,4.704744,9.132618,5.164497,4.649461,8.374038,6.594405
"OLFML2A",4.629157,4.722555,4.454158,4.503829,4.56139,4.706992,4.999924,5.014241,4.771435,4.675759,5.305224,4.547707,4.68085,4.833017,4.45735,4.80809
"OLFML2B",5.419901,4.837329,5.184332,5.378982,4.550749,4.921352,4.975353,4.998066,5.571729,4.902976,4.865819,4.671802,5.062329,4.536701,4.703454,4.919829
"OLFML3",5.088875,4.887967,4.684456,4.738002,4.853792,4.848785,5.095898,4.650674,4.922101,4.444303,4.798736,4.935254,5.214085,4.597025,5.28928,5.110803
"OLIG1",7.133835,7.699849,7.700935,7.824389,7.853465,7.916081,6.73192,7.224937,7.506705,7.145828,7.192921,8.163208,6.95367,6.284693,7.130402,7.710257
"OLIG2",4.941166,5.229741,4.791434,5.041034,4.820317,4.652737,5.001103,4.871905,4.894566,5.148837,4.889054,4.66575,4.560969,4.394567,4.684322,4.93843
"OLR1",4.435002,5.749095,4.569419,4.825213,4.958022,5.353921,6.794193,4.787261,7.291897,6.492036,4.598931,6.13414,5.030771,4.596938,5.96178,5.400225
"OMA1",7.18663,7.44852,7.555546,7.745061,7.761826,7.282983,7.287381,7.47158,6.673998,7.532594,7.584805,7.142354,7.134389,7.028214,7.713666,7.463541
"OMG",5.574431,4.871905,4.846917,5.134622,5.033048,5.276942,4.791302,4.793759,4.322682,4.635107,4.959507,4.755659,4.766984,4.584523,4.486324,4.859136
"ONECUT2",4.854497,4.63549,4.954967,4.894315,4.498817,4.723151,5.011004,4.886403,4.73041,5.097673,4.819678,4.626312,4.990961,4.760114,5.021415,4.994756
"OOEP",4.422996,4.421972,5.25695,4.938126,4.865191,4.610317,5.014628,5.009951,4.715977,4.504491,4.663913,4.58587,4.457275,4.570871,4.779541,4.573675
"OPA1",6.747223,6.747542,6.575099,6.953016,6.434039,7.080847,7.045016,7.37097,6.700223,7.011242,6.950645,7.025275,7.082901,6.882183,6.868475,6.527481
"OPA3",5.440157,5.650667,6.10759,5.48705,5.701469,5.212564,5.356065,5.999746,5.354899,5.203859,5.893057,5.968778,5.799526,5.618567,5.495326,5.965462
"OPLAH",5.923161,5.828387,5.422283,5.370281,5.286617,6.065505,5.871113,5.337545,5.325281,5.692,5.613705,5.891847,5.455543,5.024681,5.947669,5.988312
"OPN3",6.239831,6.299595,5.952834,5.86266,5.932821,6.018821,6.041972,5.585668,5.930725,5.914855,5.931243,6.191124,5.92744,6.097124,5.934275,5.909294
"OPN5",4.751989,4.572664,4.485859,4.866568,4.557579,4.653989,4.606189,4.527032,4.870218,4.514784,4.559888,4.614548,4.509169,4.724487,4.60172,4.720484
"OPRD1",4.504984,4.840497,5.090565,5.355386,4.724239,4.853198,5.058618,4.784893,4.871569,5.631245,4.458845,4.609613,4.517608,5.099007,4.894747,4.512667
"OPRL1",7.284991,6.529535,6.562814,6.661944,6.339853,6.799599,6.95842,6.223939,6.363655,6.719319,6.465397,6.836511,6.442968,6.580004,6.725947,6.70192
"OPRM1",5.080509,4.559911,4.770408,4.745594,4.612347,5.021697,4.856669,4.516128,4.844617,4.566348,4.470513,4.871014,4.854148,4.897615,4.78139,4.69877
"OPTN",7.656653,7.766611,7.970301,8.934338,8.282158,7.411338,7.726968,9.117555,8.483849,7.993392,8.791239,8.060306,8.129422,8.581382,8.139359,8.676533
"OR10AD1",4.917342,4.444018,4.456685,4.968696,4.813539,4.880248,4.597966,5.011477,4.928769,4.389055,4.731636,4.463254,4.679534,4.668251,4.662234,4.680242
"OR10J1",4.927798,4.894765,5.09325,5.080157,4.988704,5.318041,4.753818,5.041069,5.208193,4.60738,4.894874,4.854732,4.938289,5.031542,4.710881,5.062796
