symbol	globalScore	gwasCredibleSets	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	chembl	crisprScreen	crispr	slapenrich	progeny	reactome	sysbio	europepmc	expressionAtlas	impc	maxClinicalTrialPhase	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
IL6R	0.7433518090345101	0.8843312265312792	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9928680965423373	No data	No data	No data	No data	No data	No data	0.39628699551246915	No data	No data	1	1	1	0	0	0	0	No data	-0.1219003959158158	-0.8534203391896111	0	-1	No data	0	0.5	-1
TYK2	0.737463478393191	0.950027790602899	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9691194615623101	No data	No data	No data	No data	No data	No data	0.2900256684487692	No data	No data	1	0	0	1	1	0	0	1	-0.41800375078141283	-0.9015917315627877	0	No data	No data	0	-1	0
TNF	0.7162018617909068	No data	No data	No data	No data	No data	0.607930797611621	No data	No data	No data	No data	No data	No data	No data	0.9982217696611287	No data	No data	No data	No data	No data	No data	0.9787752365947595	0.017449329563606883	0.48024437627452465	1	1	1	1	1	1	0	0	-0.5138570535528235	-0.9827310106118933	0	-1	No data	0	0.5	0
JAK2	0.7032674002664581	0.655227995696411	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9836044681126818	No data	No data	No data	No data	No data	No data	0.11223048346099435	No data	0.3603205837444078	1	1	0	1	1	1	0.6863950000000003	1	-0.7031673265263596	-0.8880652763329555	0	-1	-1	0	-1	-1
PTPN22	0.6923018394305775	0.9520073860962113	No data	0.24317231904464845	No data	No data	0.607930797611621	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4334319249172637	No data	0.2946032645225916	No data	1	0	1	1	0	0	No data	0.2202542196290893	-0.7777096794822363	0	No data	No data	0	0.5	0
JAK1	0.6907903140360189	0.5754253986941157	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.983625055432432	No data	No data	No data	No data	No data	No data	0.24586304245146812	No data	0.2584313820647001	1	0	0	1	1	0	0.7400350000000003	1	-0.8714315482392165	-0.9404746140460091	0	No data	-1	0	-1	-1
PADI4	0.6832104604277085	0.8837115758818748	No data	0.8007968431539079	No data	No data	0.3039653988058105	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.39504285296850755	0.15082169763292783	No data	No data	0	0	1	1	1	0	1	0.2766201291935819	-0.8912229285937756	0	No data	No data	0	0.75	0.5
IL12B	0.6652195691452962	0.8094274713883597	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8831302391709804	No data	No data	No data	No data	No data	No data	0.39368574183181704	No data	No data	1	0	1	0	0	0	0	No data	0.01083559074807261	-0.7719200804355791	0	No data	No data	No data	0.5	1
STAT4	0.6601004268565717	0.931564185700278	No data	No data	No data	No data	0.607930797611621	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.10206871213473713	No data	No data	No data	0	0	0	1	0	0.7393050000000002	No data	-0.6938945613669514	-0.6979722743392575	0	No data	No data	0	0.5	-1
IRF5	0.6432246000514452	0.9038138247775147	No data	No data	No data	No data	0.607930797611621	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.10165953893394329	No data	No data	No data	0	0	0	0	0	0.27043000000000034	No data	-0.3823713273598667	-0.632939079468739	0	No data	No data	0	-1	0
NR3C1	0.6393522836694152	0.2140713190655447	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9965563617222672	No data	No data	No data	No data	No data	No data	0.07252952154838646	No data	No data	1	0	0	1	1	1	0.5109400000000001	1	-0.7278599708272557	-0.9536043719349752	0	-1	No data	0	-1	-1
IL17A	0.6262081393407191	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.982041036206686	No data	No data	No data	No data	No data	No data	0.9604760616486135	No data	No data	1	0	1	1	1	0	0	No data	0.2833923734111272	-0.8363396721742761	0	No data	No data	0	0.5	1
FCRL3	0.6145160408432778	0.8572996774072404	No data	No data	No data	No data	0.607930797611621	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0697431720593332	No data	No data	No data	1	0	0	0	0	No data	No data	0.42967284851010623	No data	0	No data	No data	0	1	0.5
PTGS2	0.6130804289792321	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9991646498591135	No data	No data	No data	No data	No data	No data	0.1587169489273231	0.06166148700410628	No data	1	0	0	1	1	0	0.3377499999999998	0	-0.8072515107314024	-0.9747515556027039	0	-1	No data	-0.027317500000000015	0.5	0
PDE4A	0.6113826037828892	0.2442665382919136	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9409141452706576	No data	No data	No data	No data	No data	No data	0.1663730640787914	No data	No data	1	1	0	1	1	1	0.046274999999999976	0	-0.7453636174202959	No data	0	-1	No data	0	-1	-1
TLR7	0.6111612347251963	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9832820162666674	No data	No data	No data	No data	No data	No data	0.10661079754115795	0.04522340482669109	0.38194772186944126	1	0	0	1	1	0	0.03718000000000003	0	-0.7500520941862888	-0.857167812864037	0	No data	No data	0	0.5	0
PTGS1	0.6098502748110134	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9988234016500662	No data	No data	No data	No data	No data	No data	0.08667985182153554	No data	No data	1	0	0	1	1	0	0.4741250000000001	1	-0.15784538445509477	-0.9397369417042986	0	-1	No data	-0.040067499999999964	0.5	0
MS4A1	0.6089762087676662	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9824947340512166	No data	No data	No data	No data	No data	No data	0.37786078026892866	0.014933200757380818	No data	1	1	0	0	0	0	0	No data	0.4158157949572827	-0.06622517707814995	0	No data	No data	0	1	0
CD86	0.6074883147167315	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.985212517457472	No data	No data	No data	No data	No data	No data	0.26636186818436497	0.03336922666417508	No data	1	1	0	0	0	0	0	No data	-0.6971244009168577	-0.3219699845368945	0	No data	No data	0	0.5	0
DHFR	0.6066297893451854	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9958841650990686	No data	No data	No data	No data	No data	No data	0.03951550184475537	No data	No data	1	0	0	1	1	1	0.4919800000000002	0	-0.032090018753907046	-0.8860725421928369	-1	-1	No data	-0.799465	-1	-1
JAK3	0.6028200482096209	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9686875813971367	No data	No data	No data	No data	No data	No data	0.11150851608967169	No data	0.4085531377482498	1	1	0	1	1	1	0.1014249999999997	1	-0.4636382579704105	-0.8828158224280025	0	No data	-1	0	0.5	0
TLR9	0.602749527678103	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9832820162666674	No data	No data	No data	No data	No data	No data	0.1639037624518495	No data	No data	1	0	0	1	1	0	0	0	-0.21327359866638884	-0.49015973580271516	0	No data	No data	0	0.5	0.5
ALOX5	0.6018419178687728	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9746756172327039	No data	No data	No data	No data	No data	No data	0.024317231904464845	0.07992442723504707	0.2645714831205775	1	0	0	1	1	0	0.6735900000000001	0	-0.33892477599499893	-0.282523607471685	0	No data	No data	0	0.5	0
CD80	0.6012032469378922	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.985212517457472	No data	No data	No data	No data	No data	No data	0.07442345056067762	No data	No data	1	1	0	0	0	0	0	No data	-0.010523025630339689	0	0	No data	No data	0	0.5	0.5
DHODH	0.601161373064361	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9834915467406035	No data	No data	No data	No data	No data	No data	0.10746527805113427	No data	No data	1	0	0	1	1	1	0.3797449999999998	1	-0.1638883100645968	-0.6192584199503304	0	No data	No data	0	1	-1
PPAT	0.5893254647742786	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9693956402432032	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	0.65184	No data	-0.7622421337778704	0	-1	No data	No data	No data	-1	-1
TRAF3IP2	0.5836793907834228	0.841436857630127	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.42555155832813474	No data	No data	No data	No data	No data	No data	0.36197535613002363	0.024730415607504327	0.32334319297968095	0.75	0	0	0	0	0	0	No data	0.08616378412169201	-0.8093433439281369	0	-1	No data	No data	-1	-1
IL23A	0.583037673439111	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9197929977586355	No data	No data	No data	No data	No data	No data	0.6690927910237852	No data	0.26122786373371354	1	0	1	0	0	0	0	No data	-0.24453011043967499	-0.7944718512949752	0	No data	No data	No data	1	0.5
PDE4B	0.5765790746251955	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9409141452706576	No data	No data	No data	No data	No data	No data	0.13813538679064055	0.027354676982048104	No data	1	0	0	1	1	1	0.8573349999999997	1	-0.6331527401541988	-0.7028487395236738	0	-1	No data	-0.26630499999999985	0.5	-1
PDE4D	0.5723802666731322	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9409141452706576	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	1	1	0	1	1	1	0.8640300000000003	1	-0.8817461971244009	-0.7179667329277475	0	-1	No data	-0.1131025000000001	0.5	0
PDE4C	0.5720106868184476	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.9409141452706576	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	1	1	0	0	No data	-0.12773494478016256	-0.05377051238253633	0	No data	No data	-0.2279399999999999	0.5	0
CD40	0.5718402807551028	0.9159535674496702	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07599134970145263	No data	No data	No data	No data	No data	No data	0.2557095912397401	No data	No data	0.5	1	1	0	1	0	0	No data	-0.5973119399874973	-0.2546990079032288	0	-1	No data	0	-1	0
IL1R1	0.5684097846213988	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8909881597055067	No data	No data	No data	No data	No data	No data	0.655794035655982	0.05718269598327628	0.4724230228239907	1	1	1	1	1	0	0	No data	-0.49010210460512604	-0.9171605445779452	0	No data	No data	0	-1	-1
RASGRP1	0.5683910456690974	0.9214303168557709	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03544038255805995	0.2548445903587916	No data	1	0	1	1	0	0.491845	No data	-0.7300479266513857	-0.6663769787781831	0	No data	No data	0	0.5	0
FCGR2A	0.5673928741576392	0.9038932906632464	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.22161915482879918	No data	0.4900006663582667	No data	1	0	0	0	0	0	No data	0.49468639299854145	-0.9111105592264029	0	No data	No data	-0.6372250000000002	0.5	-1
IL2RA	0.560146300541735	0.9028117061582345	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.3717284917376271	No data	No data	1	0	0	0	1	0	0	No data	-0.3085017712023338	-0.8958009979365766	0	No data	No data	No data	0.5	0
ARID5B	0.5595904197186166	0.91793631044537	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.05094877110942152	No data	No data	1	0	0	0	0	0.402355	No data	-0.9734319649927068	-0.8666773335478478	0	-1	No data	0	0.5	-1
RTKN2	0.5581395674250563	0.9180972071456494	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.16201291935819961	No data	0	No data	No data	0	1	0
SH2B3	0.5567912337517913	0.8943999234690058	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.42958754334561194	No data	0	0	0	0	0	0	No data	-0.13252760991873302	0	0	No data	-1	0	0.5	-1
TNFSF4	0.55521624561164	0.8808222737975225	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6493258188389923	No data	No data	0.5	0	0	0	0	0	0	No data	0.7350489685351116	-0.8276856512144117	0	No data	No data	No data	-1	0
RUNX1	0.5547227872453988	0.8970897219167628	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09152735897374963	No data	0.2670639993907852	No data	0	0	1	1	1	0.6666649999999997	No data	-0.5762658887268182	-0.9639351999928477	0	No data	No data	-0.11979250000000015	0.5	0
GATA3	0.5500457794781681	0.8960392159492958	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.17488649220292307	No data	No data	No data	0	0	0	0	0	0.81982	No data	-0.6419045634507189	-0.9689960211737705	0	-1	-1	-0.16103500000000004	0.5	0
PADI2	0.5495989548196858	0.4914449026133294	No data	0.7789113344398895	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.10241945243095782	No data	No data	No data	0	0	1	1	0	0.6616549999999997	0	-0.024484267555740735	0	0	No data	No data	0	0.5	0
ERAP1	0.5493693805540292	0.8748907423405652	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4529905799031091	No data	0.27587899595615367	0.5	1	1	1	1	1	0.2189149999999998	No data	0.27255678266305483	-0.7609118239513959	0	No data	No data	0	-1	-1
ANKRD55	0.5474805763431086	0.9005639761861	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.28339	No data	-0.05313607001458642	No data	0	No data	No data	0	0.5	0.5
TNFAIP3	0.5472388441243116	0.8832736882441392	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.16570442544372402	No data	0.2642067246420105	No data	0	0	0	0	0	0.39873499999999995	No data	-0.8903938320483434	-0.8825640198650078	0	No data	-1	0	0.5	-1
NFKBIE	0.5468020658886944	0.8994478780099919	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.11357500000000016	No data	-0.5868931027297354	0	0	No data	-1	0	0.5	-1
COG6	0.5452108549437285	0.8827815138376329	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	0.27557503055734783	No data	0	0	0	0	0	0.5509900000000002	No data	0.13888310064596787	-0.30104430883406724	0	No data	No data	No data	-1	-1
IL23R	0.5424127511191952	0.8678900327446796	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4867551152754232	No data	No data	No data	1	0	0	1	0	0	No data	-0.3694519691602417	-0.25968950302935195	0	-1	No data	0	0.5	0.5
AFF3	0.5422792006901755	0.8908682379480899	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02279740491043579	No data	No data	No data	0	0	0	0	0	0.4127249999999997	No data	-0.8623671598249636	-0.6906573043417799	0	No data	No data	0	-1	0
ATP4A	0.5417358366974978	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8877168268746511	No data	No data	No data	No data	No data	No data	0.06794977620637892	No data	No data	1	1	0	0	1	0	0.8985500000000002	No data	-0.2001458637216087	-0.29239804983791945	0	No data	No data	-0.10627999999999993	1	0.5
MACIR	0.5398146778250021	0.8879541552192669	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.7330100000000002	No data	-0.02635965826213793	-0.17077894484562928	0	No data	No data	No data	0.5	-1
PTPN2	0.5396685314602	0.8765506314448503	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.22326248203327642	No data	No data	No data	0	0	1	1	0	0.4337350000000001	1	-0.9112315065638674	-0.7767185402855089	0	-1	No data	0	0.5	-1
BLK	0.5354104213248054	0.8807094877053003	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	1	1	0	0.3069299999999998	1	0.31266930610543864	0	0	No data	No data	-0.05940499999999993	0.75	0.5
REL	0.5313576451059624	0.8362162301489937	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6297341135150741	No data	0.2853019233191338	No data	0	0	0	0	0	0	No data	-0.8512190039591582	-0.79601482936065	0	No data	No data	0	0.5	-1
SYNGR1	0.5276148742601141	0.8678864047239516	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.7210299999999996	No data	-0.3352781829547823	0	0	No data	No data	0	0.5	-1
CCR6	0.5262663880274046	0.841611639593402	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.3614103150400476	No data	0.2693741364217093	No data	1	0	0	1	0	0	No data	0.16586788914357165	-0.7760061800214304	0	No data	No data	0	1	0.5
LBH	0.5253786078189026	0.864207916234806	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.5238100000000003	No data	0.7041050218795581	0	0	No data	No data	0	-1	-1
AIRE	0.5253180169074659	0.8494699506585247	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.024317231904464845	No data	0.2819583039322699	No data	0	0	0	0	0	0	No data	0.25015628255886635	-0.8235095409468302	0	No data	No data	0	0.5	1
CTLA4	0.5232832566902661	0.8409026455842056	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.143099807311308	No data	0.33357162864949647	1	1	0	0	0	0	0	No data	-0.7109814544696812	-0.7981138111948313	0	-1	No data	0	1	0
AHNAK2	0.5220949676222758	0.85880657744834	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	No data	0.12752656803500728	No data	0	No data	No data	0	0.5	0
UBASH3A	0.5210742283681568	0.8559116772879886	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.024317231904464845	No data	No data	No data	0	0	0	0	0	0	No data	0.008335069806209683	-0.4700118918221574	0	No data	No data	0	1	0.5
CD83	0.5192994976775583	0.8519031707170397	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04610141881888126	No data	No data	No data	1	0	0	0	0	0	No data	0.19587414044592633	0	0	No data	No data	No data	0.5	-1
SUOX	0.5189429476907458	0.8536217440036233	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.2844050000000003	No data	0.20754323817461962	0	0	No data	No data	No data	-1	-1
SPRED2	0.517633495066806	0.849361823733055	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.04211940269973453	No data	No data	0	0	0	0	0	0.6052649999999999	No data	0.19576995207334869	-0.6688110945642944	0	No data	No data	0	-1	-1
BACH2	0.5170140193208381	0.8373210927527442	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.015294880086064125	0.255756486555209	No data	0	0	0	0	0	0.5005949999999999	No data	-0.8465305271931652	-0.35070763007764794	0	No data	No data	0	0.75	0
PLCL2	0.5166613908907429	0.8484333641522759	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02870784322054877	No data	No data	No data	0	0	0	0	0	0.8402850000000001	No data	-0.9856220045842884	-0.17840722248362612	0	No data	No data	-0.03948499999999999	0.5	0
RNASET2	0.5126991253320593	0.8411188239733969	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.044646127259715604	No data	No data	0	1	0	0	0	0	No data	0.06345071889977083	-0.1501116183439813	0	No data	No data	No data	-1	-1
IFNGR2	0.5120157670524077	0.8404032654630348	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03647584785669726	No data	No data	1	0	0	0	0	0	0	No data	-0.7052510939779121	0	0	No data	No data	0	-1	-1
MAGI3	0.5116624882121558	0.8416459409892133	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	1	0	0	No data	-0.642425505313607	No data	0	No data	No data	0	0.5	0
IL12RB2	0.5107815009255972	0.8383729914060868	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.03647584785669726	No data	No data	No data	1	0	0	0	0	0	No data	-0.25036465930402163	-0.761699630109568	0	No data	No data	0	0.5	0.5
WDFY4	0.5096305342742498	0.838303531053923	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0.06407000000000025	No data	-0.7503646593040216	0	0	No data	No data	0	0.5	0
IL6	0.5073733734778046	No data	No data	No data	No data	No data	0.607930797611621	No data	No data	No data	No data	No data	No data	No data	0.6620505450133076	No data	No data	No data	No data	No data	No data	0.9250842834350311	No data	No data	1	0	1	1	1	0	0	No data	-0.1933736195040634	-0.9760230640906853	0	-1	No data	No data	0.5	0
MMEL1	0.5072079954039257	0.8343186385631305	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	1	0	1	0	0	No data	0.10971035632423431	0	0	No data	No data	0	0.5	0
PRKCQ	0.5062710342212651	0.8327774085640225	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	1	1	0	0.7379600000000004	No data	-0.6379454052927693	-0.8218496443611364	0	-1	No data	-0.050992500000000086	0.75	0
NAB1	0.506068972083751	0.8324450316910167	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0.6303899999999999	No data	-0.38799749947905815	0	0	No data	No data	0	-1	-1
CLNK	0.5049798760163613	0.8306535513586032	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	0	0	No data	0.8019379037299437	-0.7153873710727584	0	No data	No data	0	0.5	0.5
B3GNT2	0.5016517573268077	0.824047622066441	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.02262853524443256	No data	No data	No data	0	0	0	0	0	0.3702750000000002	No data	-0.6109606167951657	-0.2838740570276904	0	No data	No data	0	-1	-1
GPR174	0.5009171726891988	0.8239707128790861	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	1	1	0	0.4144150000000003	No data	-0.2897478641383622	0	0	No data	No data	0	1	0.5
CD28	0.4990147483718589	0.790799594721362	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	No data	No data	No data	0.46573975945100204	No data	No data	0.5	1	0	0	0	0	0	No data	-0.24557199416545117	-0.2598204566637946	0	No data	No data	0	0.75	0
TEC	0.4949671421350249	0.7761876895710192	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.15198269940290526	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.7464350000000003	No data	-0.2748489268597625	0	0	No data	No data	0	-1	0
EOMES	0.4934465232688217	0.8090983559622991	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.051674117796987794	No data	No data	No data	0	0	0	0	0	0.531915	No data	-0.7564075849135237	-0.8778647371123263	0	No data	No data	0	0.75	0.5
PPIA	0.4933993721111514	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8109965709805028	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	1	0	1	1	1	0	0.7878799999999998	No data	-0.2416128360075016	-0.8843584371202209	-1	No data	No data	-0.6515149999999998	-1	-1
TTC34	0.49201713370557265	0.8093308245585868	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	0	No data	0.7160866847259846	No data	0	No data	No data	0	0.5	0.5
CCL21	0.4900824354400958	0.8008249200379786	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.10646945563078125	No data	No data	No data	0	1	0	0	0	0	No data	0.3588247551573245	0	0	No data	No data	0	1	0
ZNF438	0.48810778538787125	0.8013804164308825	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	No data	0	0	0	0	0	0	No data	0.24171702438007925	0	0	No data	No data	0	-1	-1
ETS1	0.4866169071462698	0.7955204983750113	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0985472709895038	No data	No data	No data	0	0	0	0	1	0.6804099999999998	No data	-0.6400291727443217	-0.9202363218672646	0	-1	No data	0	0.5	-1
TREH	0.48618277105525937	0.7997337410200743	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0	0	0	1	0	0.06518000000000015	No data	0.13950823088143371	0	No data	No data	No data	No data	1	0.5
IL10	0.4847577654128113	0.7254757395592019	No data	0.19453785523571876	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8744834561658402	0.01632111027985375	0.2972781600320827	0.5	0	1	0	0	0	0	No data	0.16045009376953523	-0.9605896874209293	0	-1	No data	0	0.5	0
